#Nome_da_Administradora;CNPJ_da_Administradora;Data_base;Código_do_segmento;Taxa_de_administração;Quantidade_de_grupos_ativos;Quantidade_de_grupos_constituídos_no_mês;Quantidade_de_grupos_encerrados_no_mês;Quantidade_de_cotas_comercializadas_no_mês;Quantidade_de_cotas_excluídas_a_comercializar;Quantidade_acumulada_de_cotas_ativas_contempladas;Quantidade_de_cotas_ativas_não_contempladas;Quantidade_de_cotas_ativas_contempladas_no_mês;Quantidade_de_cotas_ativas_em_dia;Quantidade_de_cotas_ativas_contempladas_inadimplentes;Quantidade_de_cotas_ativas_não_contempladas_inadimplentes;Quantidade_de_cotas_excluídas;Quantidade_de_cotas_ativas_quitadas;Quantidade_de_cotas_ativas_com_crédito_pendente_de_utilização
SANTANDER BRASIL ADM CONS LTDA;55942312;202411;5;17,96514;8;0;0;0;4237;3162;353;70;3339;148;28;5956;759;1826
SANTANDER BRASIL ADM CONS LTDA;55942312;202411;6;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
SCANIA ADM CONS LTDA.;96479258;202411;1;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
SCANIA ADM CONS LTDA.;96479258;202411;2;12,75616;58;1;2;444;150;10134;9111;172;18481;353;411;3588;3133;3302
SCANIA ADM CONS LTDA.;96479258;202411;3;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
SCANIA ADM CONS LTDA.;96479258;202411;4;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
SCANIA ADM CONS LTDA.;96479258;202411;5;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
SCANIA ADM CONS LTDA.;96479258;202411;6;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
SERELLO CONSORCIOS;94187879;202411;1;21,26001;3;1;0;352;245;107;1935;5;1971;9;62;452;78;16
SERELLO CONSORCIOS;94187879;202411;2;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
SERELLO CONSORCIOS;94187879;202411;3;14,89560;5;1;0;204;746;541;1641;6;1999;72;111;1751;436;20
SERELLO CONSORCIOS;94187879;202411;4;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
SERELLO CONSORCIOS;94187879;202411;5;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
SERELLO CONSORCIOS;94187879;202411;6;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
SERRANA ADM CONSÓRCIOS LTDA.;89472310;202411;1;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
SERRANA ADM CONSÓRCIOS LTDA.;89472310;202411;2;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
SERRANA ADM CONSÓRCIOS LTDA.;89472310;202411;3;14,42730;36;1;1;46;52;872;953;32;1461;182;182;121;153;177
SERRANA ADM CONSÓRCIOS LTDA.;89472310;202411;4;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
SERRANA ADM CONSÓRCIOS LTDA.;89472310;202411;5;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
SERRANA ADM CONSÓRCIOS LTDA.;89472310;202411;6;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
SERVOPA ADM CONSÓRCIOS;76515071;202411;1;21,62130;49;1;0;4611;5082;8870;39820;131;41228;1246;6216;29723;2121;1979
SERVOPA ADM CONSÓRCIOS;76515071;202411;2;13,22650;2;0;0;61;10;229;537;7;662;36;68;126;38;58
SERVOPA ADM CONSÓRCIOS;76515071;202411;3;14,21880;118;2;1;2170;604;16908;20669;398;32346;2174;3057;10771;6468;3596
SERVOPA ADM CONSÓRCIOS;76515071;202411;4;15,92520;17;0;1;192;86;3660;1425;59;4363;444;278;2371;1750;825
SERVOPA ADM CONSÓRCIOS;76515071;202411;5;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
SERVOPA ADM CONSÓRCIOS;76515071;202411;6;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
SICOOB ADM CONS LTDA.;16551061;202411;1;8,43036;77;0;0;3246;238;28206;44054;536;69148;1029;2083;29939;6490;9585
SICOOB ADM CONS LTDA.;16551061;202411;2;8,15409;15;0;0;675;167;4252;7658;130;11247;323;340;4610;417;1427
SICOOB ADM CONS LTDA.;16551061;202411;3;7,42173;253;0;0;11629;438;146077;104604;4171;238503;6866;5312;70461;53230;27898
SICOOB ADM CONS LTDA.;16551061;202411;4;7,45826;45;2;0;2365;290;24086;20602;1393;42577;1218;893;13121;9451;9896
SICOOB ADM CONS LTDA.;16551061;202411;5;12,78798;8;0;0;318;68;4059;2887;389;6150;554;242;2027;1756;1114
SICOOB ADM CONS LTDA.;16551061;202411;6;9,66186;43;2;0;1827;205;11650;9573;1117;19319;1265;639;4864;3724;3774
SIMPALA ADM CONSÓRCIOS LTDA.;87945218;202411;1;26,05634;1;0;0;18;347;17;196;2;169;5;39;361;1;14
SIMPALA ADM CONSÓRCIOS LTDA.;87945218;202411;2;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
SIMPALA ADM CONSÓRCIOS LTDA.;87945218;202411;3;24,56470;47;0;0;2702;17442;3475;18588;79;15233;675;6155;72695;556;753
SIMPALA ADM CONSÓRCIOS LTDA.;87945218;202411;4;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
SIMPALA ADM CONSÓRCIOS LTDA.;87945218;202411;5;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
SIMPALA ADM CONSÓRCIOS LTDA.;87945218;202411;6;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
SINOSSERRA ADM CONSÓRCIOS S.A.;87852273;202411;1;24,69154;5;0;0;22;415;1338;1243;20;2293;128;160;5817;232;337
SINOSSERRA ADM CONSÓRCIOS S.A.;87852273;202411;2;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
SINOSSERRA ADM CONSÓRCIOS S.A.;87852273;202411;3;14,60376;9;0;0;31;69;597;582;17;1073;44;62;637;195;126
SINOSSERRA ADM CONSÓRCIOS S.A.;87852273;202411;4;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
SINOSSERRA ADM CONSÓRCIOS S.A.;87852273;202411;5;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
SINOSSERRA ADM CONSÓRCIOS S.A.;87852273;202411;6;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
SOLUÇÃO ADM. DE CONSÓRCIOS LTD;04058605;202411;1;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
SOLUÇÃO ADM. DE CONSÓRCIOS LTD;04058605;202411;2;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
SOLUÇÃO ADM. DE CONSÓRCIOS LTD;04058605;202411;3;10,00259;2;0;0;2;20;299;87;5;329;38;19;296;178;27
SOLUÇÃO ADM. DE CONSÓRCIOS LTD;04058605;202411;4;17,85533;31;0;0;74;1153;7847;3109;154;9633;750;573;10513;3945;658
SOLUÇÃO ADM. DE CONSÓRCIOS LTD;04058605;202411;5;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
SOLUÇÃO ADM. DE CONSÓRCIOS LTD;04058605;202411;6;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
SPERTA ADM CONSORCIO NAC LTDA;54708839;202411;1;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
SPERTA ADM CONSORCIO NAC LTDA;54708839;202411;2;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
SPERTA ADM CONSORCIO NAC LTDA;54708839;202411;3;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
SPERTA ADM CONSORCIO NAC LTDA;54708839;202411;4;4,81885;22;0;0;341;808;24299;9483;457;31828;807;1147;10747;15979;741
SPERTA ADM CONSORCIO NAC LTDA;54708839;202411;5;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
SPERTA ADM CONSORCIO NAC LTDA;54708839;202411;6;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
SPONCHIADO ADM CONSÓRCIOS LTDA.;87636635;202411;1;22,26758;5;0;0;93;713;752;1053;6;1398;110;297;4525;257;120
SPONCHIADO ADM CONSÓRCIOS LTDA.;87636635;202411;2;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
SPONCHIADO ADM CONSÓRCIOS LTDA.;87636635;202411;3;15,18756;10;0;0;41;651;1688;1559;37;2753;254;240;2505;604;204
SPONCHIADO ADM CONSÓRCIOS LTDA.;87636635;202411;4;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
SPONCHIADO ADM CONSÓRCIOS LTDA.;87636635;202411;5;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
SPONCHIADO ADM CONSÓRCIOS LTDA.;87636635;202411;6;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
SUZUKI MOTOS ADM. CONS. LTDA;57723801;202411;1;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
SUZUKI MOTOS ADM. CONS. LTDA;57723801;202411;2;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
SUZUKI MOTOS ADM. CONS. LTDA;57723801;202411;3;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
SUZUKI MOTOS ADM. CONS. LTDA;57723801;202411;4;22,06440;17;0;0;149;701;2431;1945;90;3752;332;292;6885;674;258
SUZUKI MOTOS ADM. CONS. LTDA;57723801;202411;5;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
SUZUKI MOTOS ADM. CONS. LTDA;57723801;202411;6;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
TARRAF ADM CONS LTDA;53211488;202411;1;26,46449;3;0;0;79;108;385;1167;16;1338;47;167;2204;62;148
TARRAF ADM CONS LTDA;53211488;202411;2;16,70715;2;0;0;26;107;447;769;11;1027;61;128;824;105;79
TARRAF ADM CONS LTDA;53211488;202411;3;19,42118;10;2;0;186;134;3890;3176;98;6036;470;560;4692;1601;527
TARRAF ADM CONS LTDA;53211488;202411;4;20,37475;7;0;1;68;161;3746;2070;77;4862;500;454;3921;1837;504
TARRAF ADM CONS LTDA;53211488;202411;5;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
TARRAF ADM CONS LTDA;53211488;202411;6;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
TOYOTA ADM CONS BRASIL LTDA.;43707203;202411;1;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
TOYOTA ADM CONS BRASIL LTDA.;43707203;202411;2;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
TOYOTA ADM CONS BRASIL LTDA.;43707203;202411;3;17,89939;19;0;0;1320;375;2858;10520;186;11867;127;1384;7264;243;482
TOYOTA ADM CONS BRASIL LTDA.;43707203;202411;4;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
TOYOTA ADM CONS BRASIL LTDA.;43707203;202411;5;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
TOYOTA ADM CONS BRASIL LTDA.;43707203;202411;6;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
TRADIÇÃO ADM CONS. LTDA.;59956185;202411;1;23,76315;3;0;0;246;3434;352;975;8;1131;37;159;6258;204;94
TRADIÇÃO ADM CONS. LTDA.;59956185;202411;2;17,35912;1;0;0;10;394;55;55;5;94;2;14;1056;11;15
TRADIÇÃO ADM CONS. LTDA.;59956185;202411;3;21,28023;20;1;0;1965;38178;5090;12764;179;14333;968;2553;85100;1176;628
TRADIÇÃO ADM CONS. LTDA.;59956185;202411;4;24,94290;2;0;0;173;130;9;639;3;457;0;191;137;1;5
TRADIÇÃO ADM CONS. LTDA.;59956185;202411;5;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
TRADIÇÃO ADM CONS. LTDA.;59956185;202411;6;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
TÁGIDE CONSÓRCIOS;05551841;202411;1;30,63750;1;0;0;0;586;31;49;0;64;8;8;994;0;24
TÁGIDE CONSÓRCIOS;05551841;202411;2;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
TÁGIDE CONSÓRCIOS;05551841;202411;3;21,45320;2;0;0;0;780;108;94;2;145;33;24;1783;2;13
TÁGIDE CONSÓRCIOS;05551841;202411;4;29,18080;2;0;0;0;606;73;57;3;100;23;7;962;0;17
TÁGIDE CONSÓRCIOS;05551841;202411;5;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
TÁGIDE CONSÓRCIOS;05551841;202411;6;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
UNAFISCO-ASS NAC AUD FISC RFB;50586247;202411;1;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
UNAFISCO-ASS NAC AUD FISC RFB;50586247;202411;2;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
UNAFISCO-ASS NAC AUD FISC RFB;50586247;202411;3;5,00000;3;0;0;0;11;181;108;5;286;2;1;11;71;35
UNAFISCO-ASS NAC AUD FISC RFB;50586247;202411;4;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
UNAFISCO-ASS NAC AUD FISC RFB;50586247;202411;5;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
UNAFISCO-ASS NAC AUD FISC RFB;50586247;202411;6;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
UNECONSORCIO;46931655;202411;1;14,20543;1;1;0;152;0;4;383;4;387;0;0;0;0;4
UNECONSORCIO;46931655;202411;2;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
UNECONSORCIO;46931655;202411;3;10,32307;3;0;0;31;150;256;507;12;728;12;23;223;19;72
UNECONSORCIO;46931655;202411;4;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
UNECONSORCIO;46931655;202411;5;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
UNECONSORCIO;46931655;202411;6;19,59187;2;0;0;4;100;199;84;4;244;29;10;109;131;22
UNIFISA ADM NAC CONS LTDA;60732997;202411;1;21,39668;20;0;0;626;4148;4960;6948;67;10749;269;890;37312;1972;1063
UNIFISA ADM NAC CONS LTDA;60732997;202411;2;15,77315;4;0;0;47;139;1547;523;22;1849;138;83;4529;887;102
UNIFISA ADM NAC CONS LTDA;60732997;202411;3;15,84480;27;0;0;430;3068;7868;4405;75;11035;605;633;19484;4479;762
UNIFISA ADM NAC CONS LTDA;60732997;202411;4;16,43938;9;0;0;93;340;1973;545;34;2286;153;79;5759;1192;298
UNIFISA ADM NAC CONS LTDA;60732997;202411;5;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
UNIFISA ADM NAC CONS LTDA;60732997;202411;6;22,54418;8;0;0;44;337;424;323;9;593;73;81;1390;204;121
UNIÃO CATARINENSE ADM CONS LTD;83553883;202411;1;20,42938;9;0;0;106;1337;2258;3413;27;5136;285;250;6320;980;172
UNIÃO CATARINENSE ADM CONS LTD;83553883;202411;2;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
UNIÃO CATARINENSE ADM CONS LTD;83553883;202411;3;13,89010;11;0;1;41;84;1841;1249;34;2782;187;121;908;1030;135
UNIÃO CATARINENSE ADM CONS LTD;83553883;202411;4;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
UNIÃO CATARINENSE ADM CONS LTD;83553883;202411;5;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
UNIÃO CATARINENSE ADM CONS LTD;83553883;202411;6;18,69570;3;0;0;0;58;127;34;3;145;14;2;102;52;7
VALTRA ADM CONS LTDA;56360266;202411;1;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
VALTRA ADM CONS LTDA;56360266;202411;2;13,90162;20;0;1;205;1284;12340;6028;207;16284;1262;822;8996;6844;858
VALTRA ADM CONS LTDA;56360266;202411;3;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
VALTRA ADM CONS LTDA;56360266;202411;4;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
VALTRA ADM CONS LTDA;56360266;202411;5;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
VALTRA ADM CONS LTDA;56360266;202411;6;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
VINAC ADM DE CONSÓRCIOS LTDA;49995293;202411;1;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
VINAC ADM DE CONSÓRCIOS LTDA;49995293;202411;2;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
VINAC ADM DE CONSÓRCIOS LTDA;49995293;202411;3;12,00000;126;1;3;152;47;9434;5628;225;12892;1252;918;774;4308;135
VINAC ADM DE CONSÓRCIOS LTDA;49995293;202411;4;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
VINAC ADM DE CONSÓRCIOS LTDA;49995293;202411;5;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
VINAC ADM DE CONSÓRCIOS LTDA;49995293;202411;6;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
VIVIANI ADM CONS NACIONAL LTDA.;22245020;202411;1;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
VIVIANI ADM CONS NACIONAL LTDA.;22245020;202411;2;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
VIVIANI ADM CONS NACIONAL LTDA.;22245020;202411;3;16,66100;6;0;0;56;247;697;542;16;1115;60;64;1504;197;86
VIVIANI ADM CONS NACIONAL LTDA.;22245020;202411;4;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
VIVIANI ADM CONS NACIONAL LTDA.;22245020;202411;5;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
VIVIANI ADM CONS NACIONAL LTDA.;22245020;202411;6;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
VKN ADM CONS LTDA;50827237;202411;1;30,46480;1;0;0;33;109;4;157;2;110;0;51;154;0;4
VKN ADM CONS LTDA;50827237;202411;2;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
VKN ADM CONS LTDA;50827237;202411;3;16,70000;7;0;0;7;1596;1220;173;20;1084;260;49;4522;769;85
VKN ADM CONS LTDA;50827237;202411;4;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
VKN ADM CONS LTDA;50827237;202411;5;32,30000;3;0;0;1;235;50;175;0;130;0;95;292;42;2
VKN ADM CONS LTDA;50827237;202411;6;17,78000;3;0;0;0;235;58;3;0;29;32;0;261;13;1
XS5 ADM CONS S.A.;40011095;202411;1;16,89943;40;0;0;5017;3558;5192;57160;404;55637;125;6590;39250;125;3442
XS5 ADM CONS S.A.;40011095;202411;2;14,15839;14;1;0;543;121;2682;10230;153;11635;230;1047;3435;62;754
XS5 ADM CONS S.A.;40011095;202411;3;15,80639;59;4;0;5507;1670;26822;72204;1462;89136;1904;7986;35821;1352;7614
XS5 ADM CONS S.A.;40011095;202411;4;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
XS5 ADM CONS S.A.;40011095;202411;5;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
XS5 ADM CONS S.A.;40011095;202411;6;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
YAMAHA ADM CONS LTDA;47458153;202411;1;19,53594;13;0;0;251;1069;1304;5566;30;5946;143;781;9608;125;548
YAMAHA ADM CONS LTDA;47458153;202411;2;14,87500;1;0;0;68;7;61;527;7;476;5;107;104;1;14
YAMAHA ADM CONS LTDA;47458153;202411;3;15,23547;47;1;0;1033;249;13231;11759;345;20263;2509;2218;16069;4086;1069
YAMAHA ADM CONS LTDA;47458153;202411;4;20,98812;178;1;4;3730;2549;70669;44144;1421;90930;14279;9604;134068;24944;4767
YAMAHA ADM CONS LTDA;47458153;202411;5;19,41547;0;0;0;173;0;4905;2850;114;6389;795;571;4945;1775;417
YAMAHA ADM CONS LTDA;47458153;202411;6;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ZEMA ADM. CONSÓRCIO  LTDA;23367634;202411;1;27,65018;13;0;0;702;4301;2201;6663;32;6953;323;1588;52022;499;565
ZEMA ADM. CONSÓRCIO  LTDA;23367634;202411;2;27,16281;2;0;0;82;757;31;703;0;537;5;192;2771;0;2
ZEMA ADM. CONSÓRCIO  LTDA;23367634;202411;3;23,46881;18;0;0;197;2767;5197;2335;50;6062;980;490;29422;2920;283
ZEMA ADM. CONSÓRCIO  LTDA;23367634;202411;4;0,00000;0;0;0;2;0;1;3;1;3;0;1;1;0;1
ZEMA ADM. CONSÓRCIO  LTDA;23367634;202411;5;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ZEMA ADM. CONSÓRCIO  LTDA;23367634;202411;6;23,07432;1;0;0;3;195;63;83;5;118;20;8;510;4;7
ÁPICE ADM DE CONSORCIO LTDA;03762583;202411;1;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ÁPICE ADM DE CONSORCIO LTDA;03762583;202411;2;15,40346;8;0;0;148;475;1722;3059;22;4337;155;289;1010;462;13
ÁPICE ADM DE CONSORCIO LTDA;03762583;202411;3;13,26006;2;0;0;0;83;543;153;5;645;44;7;138;327;4
ÁPICE ADM DE CONSORCIO LTDA;03762583;202411;4;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ÁPICE ADM DE CONSORCIO LTDA;03762583;202411;5;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ÁPICE ADM DE CONSORCIO LTDA;03762583;202411;6;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ÂNCORA ADM CONS S.A.;60375243;202411;1;23,12647;6;0;0;1356;1949;686;6187;11;5953;73;847;11245;349;101
ÂNCORA ADM CONS S.A.;60375243;202411;2;13,81731;7;0;0;519;2263;1019;3772;36;4405;84;302;4484;227;109
ÂNCORA ADM CONS S.A.;60375243;202411;3;18,69559;22;0;0;1670;11177;10966;10644;250;17953;1905;1752;28623;3221;788
ÂNCORA ADM CONS S.A.;60375243;202411;4;20,40620;25;0;0;1521;3159;7098;13942;129;18636;519;1885;55584;4753;496
ÂNCORA ADM CONS S.A.;60375243;202411;5;22,09953;12;0;0;373;2864;4110;4116;164;6760;769;697;15018;1756;640
ÂNCORA ADM CONS S.A.;60375243;202411;6;23,25617;2;0;0;24;66;261;162;6;329;70;24;838;110;28
