#Nome_da_Administradora;CNPJ_da_Administradora;Data_base;Código_do_grupo;Código_do_segmento;Número_da_assembléia_geral_ordinária;Valor_médio_do_bem;Índice_de_correção;Taxa_de_administração;Prazo_do_grupo_em_meses;Quantidade_de_cotas_ativas_em_dia;Quantidade_de_cotas_ativas_contempladas_inadimplentes;Quantidade_de_cotas_ativas_não_contempladas_inadimplentes;Quantidade_de_cotas_ativas_contempladas_no_mês;Quantidade_de_cotas_excluídas;Quantidade_de_cotas_ativas_quitadas;Quantidade_de_cotas_ativas_com_crédito_pendente_de_utilização
PORTO SEGURO ADM. CONS. LTDA                                ;48041735;202411;I286;1;27;212587,23;3;22,09741;200;691;8;71;3;450;1;55
PORTO SEGURO ADM. CONS. LTDA                                ;48041735;202411;I287;1;26;215123,17;3;22,20796;200;675;5;87;3;547;1;50
PORTO SEGURO ADM. CONS. LTDA                                ;48041735;202411;I288;1;27;803421,85;3;18,62351;200;582;6;80;2;469;1;40
PORTO SEGURO ADM. CONS. LTDA                                ;48041735;202411;I289;1;17;763034,54;3;18,05383;200;681;1;80;7;438;0;39
PORTO SEGURO ADM. CONS. LTDA                                ;48041735;202411;I290;1;15;770525,12;3;17,69121;200;644;2;76;1;312;0;23
PORTO SEGURO ADM. CONS. LTDA                                ;48041735;202411;I291;1;26;101450,93;3;24,06466;200;597;2;66;6;676;0;56
PORTO SEGURO ADM. CONS. LTDA                                ;48041735;202411;I292;1;19;98402,54;3;23,79675;200;775;2;84;5;709;0;48
PORTO SEGURO ADM. CONS. LTDA                                ;48041735;202411;I293;1;19;201002,92;3;21,82229;200;775;2;98;6;494;0;55
PORTO SEGURO ADM. CONS. LTDA                                ;48041735;202411;I294;1;19;98034,54;3;23,57554;200;728;3;103;3;648;0;41
PORTO SEGURO ADM. CONS. LTDA                                ;48041735;202411;I295;1;18;202870,54;3;21,64603;200;759;3;94;5;524;0;41
PORTO SEGURO ADM. CONS. LTDA                                ;48041735;202411;I296;1;19;397226,65;3;19,70396;200;776;0;82;4;416;2;50
PORTO SEGURO ADM. CONS. LTDA                                ;48041735;202411;I297;1;18;95671,20;3;23,69209;200;795;4;86;1;594;5;44
PORTO SEGURO ADM. CONS. LTDA                                ;48041735;202411;I298;1;17;96354,29;3;23,89987;200;670;3;106;5;635;0;46
PORTO SEGURO ADM. CONS. LTDA                                ;48041735;202411;I299;1;15;96664,82;3;23,56294;200;701;4;114;7;537;0;35
PORTO SEGURO ADM. CONS. LTDA                                ;48041735;202411;I300;1;18;202126,29;3;21,64192;200;765;4;73;6;510;0;47
PORTO SEGURO ADM. CONS. LTDA                                ;48041735;202411;I301;1;16;205600,92;3;21,71266;200;738;4;114;4;417;0;42
PORTO SEGURO ADM. CONS. LTDA                                ;48041735;202411;I302;1;15;206429,17;3;21,20007;200;668;2;90;3;350;0;24
PORTO SEGURO ADM. CONS. LTDA                                ;48041735;202411;I303;1;15;204599,99;3;21,22566;200;753;2;85;2;373;0;26
PORTO SEGURO ADM. CONS. LTDA                                ;48041735;202411;I304;1;18;394158,35;3;19,60351;200;799;1;84;3;377;0;46
PORTO SEGURO ADM. CONS. LTDA                                ;48041735;202411;I305;1;18;386912,23;3;19,80823;200;775;9;79;6;382;0;51
PORTO SEGURO ADM. CONS. LTDA                                ;48041735;202411;I306;1;15;402380,54;3;19,70974;200;749;4;103;4;398;0;39
PORTO SEGURO ADM. CONS. LTDA                                ;48041735;202411;I307;1;16;94538,30;3;23,74590;200;726;5;117;3;587;0;39
PORTO SEGURO ADM. CONS. LTDA                                ;48041735;202411;I308;1;15;97451,66;3;23,35281;200;622;1;124;1;461;0;29
PORTO SEGURO ADM. CONS. LTDA                                ;48041735;202411;I309;1;15;402669,29;3;19,02737;200;770;3;106;4;306;0;37
PORTO SEGURO ADM. CONS. LTDA                                ;48041735;202411;I310;1;15;757303,72;3;17,78070;200;662;1;96;2;343;0;34
PORTO SEGURO ADM. CONS. LTDA                                ;48041735;202411;I311;1;14;398112,03;3;19,41919;200;727;2;118;4;301;0;33
PORTO SEGURO ADM. CONS. LTDA                                ;48041735;202411;I312;1;15;403066,71;3;19,24064;200;756;1;118;3;325;0;30
PORTO SEGURO ADM. CONS. LTDA                                ;48041735;202411;I313;1;15;402835,53;3;19,29472;200;789;1;89;2;319;1;28
PORTO SEGURO ADM. CONS. LTDA                                ;48041735;202411;I314;1;15;97314,40;3;23,28830;200;631;2;132;3;432;0;33
PORTO SEGURO ADM. CONS. LTDA                                ;48041735;202411;I315;1;15;205291,94;3;21,33681;200;736;2;92;3;350;0;30
PORTO SEGURO ADM. CONS. LTDA                                ;48041735;202411;I316;1;15;204402,33;3;21,23989;200;654;4;103;3;321;2;28
PORTO SEGURO ADM. CONS. LTDA                                ;48041735;202411;I317;1;15;97095,94;3;21,99264;200;678;1;129;4;436;0;31
PORTO SEGURO ADM. CONS. LTDA                                ;48041735;202411;I318;1;14;96366,78;3;23,47296;200;600;1;100;1;510;0;31
PORTO SEGURO ADM. CONS. LTDA                                ;48041735;202411;I319;1;15;398627,68;3;19,17093;200;740;3;91;3;295;0;27
PORTO SEGURO ADM. CONS. LTDA                                ;48041735;202411;I320;1;14;398022,54;3;19,34672;200;747;2;102;5;274;0;33
PORTO SEGURO ADM. CONS. LTDA                                ;48041735;202411;I321;1;15;400453,15;3;19,23298;200;796;1;81;2;258;0;28
PORTO SEGURO ADM. CONS. LTDA                                ;48041735;202411;I322;1;14;98715,39;3;23,45490;200;622;3;150;2;468;0;27
PORTO SEGURO ADM. CONS. LTDA                                ;48041735;202411;I323;1;14;96520,70;3;23,37315;200;633;1;83;3;425;0;29
PORTO SEGURO ADM. CONS. LTDA                                ;48041735;202411;I324;1;14;98262,01;3;23,51617;200;637;1;107;3;455;0;27
PORTO SEGURO ADM. CONS. LTDA                                ;48041735;202411;I325;1;15;203506,18;3;21,25549;200;742;0;86;6;369;1;36
PORTO SEGURO ADM. CONS. LTDA                                ;48041735;202411;I326;1;14;772937,10;3;17,78236;200;669;2;80;2;291;0;28
PORTO SEGURO ADM. CONS. LTDA                                ;48041735;202411;I327;1;13;720940,72;3;18,00325;200;698;0;78;5;348;0;35
PORTO SEGURO ADM. CONS. LTDA                                ;48041735;202411;I328;1;14;206928,32;3;21,30712;200;726;4;120;2;292;0;29
PORTO SEGURO ADM. CONS. LTDA                                ;48041735;202411;I329;1;14;204732,53;3;21,35131;200;722;4;111;3;360;0;33
PORTO SEGURO ADM. CONS. LTDA                                ;48041735;202411;I330;1;15;405341,26;3;19,33513;200;767;2;98;3;285;0;36
PORTO SEGURO ADM. CONS. LTDA                                ;48041735;202411;I331;1;14;397520,48;3;19,32408;200;724;2;115;3;275;0;32
PORTO SEGURO ADM. CONS. LTDA                                ;48041735;202411;I332;1;7;91203,83;3;23,61902;200;642;0;89;2;268;0;14
PORTO SEGURO ADM. CONS. LTDA                                ;48041735;202411;I333;1;14;97665,23;3;23,30530;200;665;6;130;2;458;0;30
PORTO SEGURO ADM. CONS. LTDA                                ;48041735;202411;I334;1;14;203774,20;3;21,30390;200;740;1;118;3;350;0;33
PORTO SEGURO ADM. CONS. LTDA                                ;48041735;202411;I335;1;14;203409,42;3;21,20268;200;719;1;119;3;379;1;29
PORTO SEGURO ADM. CONS. LTDA                                ;48041735;202411;I336;1;13;381141,65;3;19,69846;200;747;1;96;4;344;0;45
PORTO SEGURO ADM. CONS. LTDA                                ;48041735;202411;I337;1;14;398699,54;3;19,20214;200;773;2;91;4;275;1;32
PORTO SEGURO ADM. CONS. LTDA                                ;48041735;202411;I338;1;10;380699,54;3;19,79989;200;748;4;120;5;304;1;29
PORTO SEGURO ADM. CONS. LTDA                                ;48041735;202411;I339;1;10;191376,15;3;22,09862;200;751;0;121;8;280;0;37
PORTO SEGURO ADM. CONS. LTDA                                ;48041735;202411;I340;1;14;99497,16;3;23,37397;200;693;1;119;4;531;1;28
PORTO SEGURO ADM. CONS. LTDA                                ;48041735;202411;I341;1;14;102088,75;3;23,56359;200;691;3;140;5;497;0;37
PORTO SEGURO ADM. CONS. LTDA                                ;48041735;202411;I342;1;3;194047,09;3;21,04036;200;746;0;146;2;24;0;6
PORTO SEGURO ADM. CONS. LTDA                                ;48041735;202411;I343;1;3;191433,45;3;21,01138;200;724;0;155;2;17;0;7
PORTO SEGURO ADM. CONS. LTDA                                ;48041735;202411;I344;1;14;404747,18;3;19,32031;200;765;2;112;4;272;0;26
PORTO SEGURO ADM. CONS. LTDA                                ;48041735;202411;I345;1;14;404326,70;3;19,35556;200;771;2;99;3;301;0;25
PORTO SEGURO ADM. CONS. LTDA                                ;48041735;202411;I347;1;3;726520,27;3;17,56306;200;710;0;178;1;37;0;7
PORTO SEGURO ADM. CONS. LTDA                                ;48041735;202411;I349;1;3;195476,19;99;21,04535;200;728;0;154;1;34;0;5
PORTO SEGURO ADM. CONS. LTDA                                ;48041735;202411;I350;1;8;387186,44;99;19,73559;200;791;1;93;2;192;0;19
PORTO SEGURO ADM. CONS. LTDA                                ;48041735;202411;I351;1;7;90113,33;99;23,55200;200;639;0;111;2;288;0;13
PORTO SEGURO ADM. CONS. LTDA                                ;48041735;202411;I352;1;7;89666,28;99;23,62998;200;755;0;99;2;176;0;19
PORTO SEGURO ADM. CONS. LTDA                                ;48041735;202411;I353;1;7;90733,50;99;23,66320;200;726;0;92;3;231;0;17
PORTO SEGURO ADM. CONS. LTDA                                ;48041735;202411;I354;1;5;90408,16;99;24,42639;200;573;1;112;2;287;0;13
PORTO SEGURO ADM. CONS. LTDA                                ;48041735;202411;I355;1;7;191504,32;99;21,61961;200;729;1;81;3;226;0;18
PORTO SEGURO ADM. CONS. LTDA                                ;48041735;202411;I356;1;7;190048,78;99;21,60793;200;719;1;100;3;162;0;20
PORTO SEGURO ADM. CONS. LTDA                                ;48041735;202411;I357;1;7;191868,39;99;21,69565;200;735;0;116;3;173;0;20
PORTO SEGURO ADM. CONS. LTDA                                ;48041735;202411;I358;1;5;190012,45;99;22,48942;200;661;0;142;4;159;0;17
PORTO SEGURO ADM. CONS. LTDA                                ;48041735;202411;I359;1;7;384134,40;99;19,62813;200;806;0;72;2;190;0;18
PORTO SEGURO ADM. CONS. LTDA                                ;48041735;202411;I360;1;7;380387,24;99;19,67768;200;792;0;86;4;153;0;22
PORTO SEGURO ADM. CONS. LTDA                                ;48041735;202411;I361;1;7;376222,98;99;19,66496;200;799;0;80;3;128;0;22
PORTO SEGURO ADM. CONS. LTDA                                ;48041735;202411;I362;1;7;380281,53;99;19,69876;200;788;0;100;4;143;0;17
PORTO SEGURO ADM. CONS. LTDA                                ;48041735;202411;I363;1;6;721276,60;99;17,96809;200;743;1;102;4;137;0;20
PORTO SEGURO ADM. CONS. LTDA                                ;48041735;202411;I364;1;4;706148,49;99;17,97970;200;724;0;138;4;66;0;11
PORTO SEGURO ADM. CONS. LTDA                                ;48041735;202411;I365;1;3;728458,94;99;17,54499;200;688;0;201;2;17;0;6
PORTO SEGURO ADM. CONS. LTDA                                ;48041735;202411;I366;1;5;380842,82;99;20,36162;200;751;2;125;2;144;0;17
PORTO SEGURO ADM. CONS. LTDA                                ;48041735;202411;I367;1;4;90323,86;99;24,09318;200;636;1;243;3;59;0;12
PORTO SEGURO ADM. CONS. LTDA                                ;48041735;202411;I368;1;3;91674,23;99;23,07265;200;706;0;175;1;39;0;5
PORTO SEGURO ADM. CONS. LTDA                                ;48041735;202411;I369;1;3;89634,83;99;23,04494;200;704;0;186;1;16;0;5
PORTO SEGURO ADM. CONS. LTDA                                ;48041735;202411;I370;1;3;90046,08;99;23,04378;200;690;0;178;2;36;0;6
PORTO SEGURO ADM. CONS. LTDA                                ;48041735;202411;I371;1;3;90406,78;99;23,05650;200;698;1;186;1;35;0;5
PORTO SEGURO ADM. CONS. LTDA                                ;48041735;202411;I372;1;3;197215,33;99;21,07441;200;759;0;128;2;26;0;6
PORTO SEGURO ADM. CONS. LTDA                                ;48041735;202411;I373;1;3;193863,38;99;21,10526;200;751;0;142;2;23;0;7
PORTO SEGURO ADM. CONS. LTDA                                ;48041735;202411;I374;1;3;379180,70;99;19,03816;200;776;0;115;2;23;0;6
PORTO SEGURO ADM. CONS. LTDA                                ;48041735;202411;I375;1;3;387693,17;99;19,04927;200;778;0;115;1;27;0;6
PORTO SEGURO ADM. CONS. LTDA                                ;48041735;202411;I376;1;3;388853,93;99;19,04494;200;749;0;141;3;32;0;7
PORTO SEGURO ADM. CONS. LTDA                                ;48041735;202411;I377;1;3;383748,60;99;19,04938;200;768;0;123;3;27;0;6
PORTO SEGURO ADM. CONS. LTDA                                ;48041735;202411;I378;1;1;744052,04;99;17,59418;200;807;0;0;1;96;0;1
PORTO SEGURO ADM. CONS. LTDA                                ;48041735;202411;I379;1;2;716930,57;99;17,68697;200;712;0;109;2;14;0;4
PORTO SEGURO ADM. CONS. LTDA                                ;48041735;202411;I380;1;3;383701,23;99;19,04013;200;791;0;106;2;19;0;6
PORTO SEGURO ADM. CONS. LTDA                                ;48041735;202411;I381;1;3;390145,58;99;19,06495;200;771;1;121;2;17;0;6
PORTO SEGURO ADM. CONS. LTDA                                ;48041735;202411;I382;1;3;91466,59;99;23,07022;200;704;0;179;2;19;0;6
PORTO SEGURO ADM. CONS. LTDA                                ;48041735;202411;I383;1;3;90713,48;99;23,11461;200;731;0;159;3;21;0;6
PORTO SEGURO ADM. CONS. LTDA                                ;48041735;202411;I384;1;3;379570,14;99;19,06787;200;730;0;154;3;25;0;6
PORTO SEGURO ADM. CONS. LTDA                                ;48041735;202411;I385;1;3;95856,48;99;23,08102;200;690;0;174;1;21;0;4
PORTO SEGURO ADM. CONS. LTDA                                ;48041735;202411;I386;1;2;92196,63;99;23,10562;200;717;1;172;2;16;0;4
PORTO SEGURO ADM. CONS. LTDA                                ;48041735;202411;I387;1;1;70044,44;99;23,00000;200;900;0;0;1;0;0;1
PORTO SEGURO ADM. CONS. LTDA                                ;48041735;202411;I388;1;3;192050,11;99;21,09396;200;783;0;95;1;22;0;4
PORTO SEGURO ADM. CONS. LTDA                                ;48041735;202411;I389;1;2;193363,23;99;21,14126;200;767;0;125;2;16;0;4
PORTO SEGURO ADM. CONS. LTDA                                ;48041735;202411;I390;1;2;192096,58;99;21,05654;200;742;0;107;2;11;0;4
PORTO SEGURO ADM. CONS. LTDA                                ;48041735;202411;I391;1;3;385133,93;99;19,14063;200;786;0;110;1;19;0;5
PORTO SEGURO ADM. CONS. LTDA                                ;48041735;202411;I392;1;3;377463,69;99;19,17654;200;817;0;78;3;6;0;7
PORTO SEGURO ADM. CONS. LTDA                                ;48041735;202411;I393;1;3;383834,84;99;19,12217;200;802;0;82;3;11;0;7
PORTO SEGURO ADM. CONS. LTDA                                ;48041735;202411;I394;1;3;390190,58;99;19,21300;200;799;0;93;2;12;0;6
PORTO SEGURO ADM. CONS. LTDA                                ;48041735;202411;I395;1;2;387745,54;99;19,15179;200;810;0;86;2;12;0;4
PORTO SEGURO ADM. CONS. LTDA                                ;48041735;202411;I396;1;2;382767,86;99;19,16518;200;805;0;91;2;12;0;4
PORTO SEGURO ADM. CONS. LTDA                                ;48041735;202411;I397;1;2;91080,63;99;23,15454;200;717;1;175;2;14;0;4
PORTO SEGURO ADM. CONS. LTDA                                ;48041735;202411;I398;1;2;91045,86;99;23,14989;200;729;0;165;2;17;0;4
PORTO SEGURO ADM. CONS. LTDA                                ;48041735;202411;I399;1;2;91922,20;99;23,25629;200;718;0;156;2;16;0;4
PORTO SEGURO ADM. CONS. LTDA                                ;48041735;202411;I400;1;2;90213,00;99;23,24664;200;684;0;208;2;21;0;4
PORTO SEGURO ADM. CONS. LTDA                                ;48041735;202411;I401;1;2;188331,42;99;21,10529;200;782;0;87;2;17;0;4
PORTO SEGURO ADM. CONS. LTDA                                ;48041735;202411;I402;1;2;191297,36;99;21,25947;200;763;0;108;2;9;0;4
PORTO SEGURO ADM. CONS. LTDA                                ;48041735;202411;I403;1;1;195322,58;99;19,88643;200;744;0;0;3;5;0;3
PORTO SEGURO ADM. CONS. LTDA                                ;48041735;202411;I407;1;2;389910,41;99;19,12318;200;811;0;82;2;15;0;3
PORTO SEGURO ADM. CONS. LTDA                                ;48041735;202411;I408;1;2;384888,14;99;19,19239;200;801;0;93;1;15;0;4
PORTO SEGURO ADM. CONS. LTDA                                ;48041735;202411;I410;1;2;104198,65;99;23,51919;200;765;0;121;2;22;0;3
VKN ADM CONS LTDA                                           ;50827237;202411;IM01;1;5;219596,00;3;30,46480;240;110;0;51;2;154;0;4
PRIMO ROSSI ADM. CONS. LTDA                                 ;51597300;202411;00707;1;276;222321,00;3;23,10733;636;1844;93;111;6;3907;847;127
PRIMO ROSSI ADM. CONS. LTDA                                 ;51597300;202411;00714;1;233;326846,41;3;23,38609;572;1387;102;24;3;2468;1022;33
PRIMO ROSSI ADM. CONS. LTDA                                 ;51597300;202411;0725;1;189;151764,79;2;7,51565;580;311;26;0;0;624;299;0
RODOBENS ADM CONSORCIOS LTDA                                ;51855716;202411;01730;1;158;424601,04;3;22,66944;180;510;28;2;0;878;308;40
RODOBENS ADM CONSORCIOS LTDA                                ;51855716;202411;01731;1;156;197985,10;3;21,64167;180;499;36;5;3;1146;241;58
RODOBENS ADM CONSORCIOS LTDA                                ;51855716;202411;01732;1;156;425576,44;3;22,04722;180;492;43;5;1;932;262;63
RODOBENS ADM CONSORCIOS LTDA                                ;51855716;202411;01733;1;154;190957,78;3;21,64630;180;514;23;3;3;1074;249;61
RODOBENS ADM CONSORCIOS LTDA                                ;51855716;202411;01734;1;153;420672,55;3;21,79259;180;519;18;3;2;911;309;64
RODOBENS ADM CONSORCIOS LTDA                                ;51855716;202411;01735;1;152;184110,18;3;20,80833;180;508;28;4;2;1135;269;65
RODOBENS ADM CONSORCIOS LTDA                                ;51855716;202411;01736;1;151;403912,48;3;21,52593;180;525;11;4;2;977;305;62
RODOBENS ADM CONSORCIOS LTDA                                ;51855716;202411;01737;1;150;183320,23;3;20,79537;180;520;17;3;3;1159;249;105
RODOBENS ADM CONSORCIOS LTDA                                ;51855716;202411;01740;1;146;840205,42;3;20,76389;180;520;18;2;2;680;342;49
RODOBENS ADM CONSORCIOS LTDA                                ;51855716;202411;01741;1;141;179636,27;3;20,04424;180;574;23;2;4;1106;314;66
RODOBENS ADM CONSORCIOS LTDA                                ;51855716;202411;01742;1;141;400992,66;3;21,01000;180;572;26;2;2;891;324;62
RODOBENS ADM CONSORCIOS LTDA                                ;51855716;202411;01743;1;138;172179,10;3;20,05583;180;578;16;6;3;1162;261;87
RODOBENS ADM CONSORCIOS LTDA                                ;51855716;202411;01744;1;136;393701,08;3;21,12917;180;577;22;1;3;923;283;83
RODOBENS ADM CONSORCIOS LTDA                                ;51855716;202411;01745;1;130;166678,84;99;20,32667;180;576;20;4;3;1128;232;80
RODOBENS ADM CONSORCIOS LTDA                                ;51855716;202411;01746;1;129;380997,07;99;20,95083;180;575;22;3;1;911;253;79
RODOBENS ADM CONSORCIOS LTDA                                ;51855716;202411;01750;1;133;836850,05;3;20,85833;180;524;14;2;3;764;254;76
RODOBENS ADM CONSORCIOS LTDA                                ;51855716;202411;01760;1;121;811691,24;3;21,05648;180;520;19;1;2;703;205;75
RODOBENS ADM CONSORCIOS LTDA                                ;51855716;202411;01761;1;122;163231,41;99;20,30750;180;584;14;2;4;1173;180;94
RODOBENS ADM CONSORCIOS LTDA                                ;51855716;202411;01762;1;121;359526,80;3;21,42000;180;578;19;3;4;981;156;96
RODOBENS ADM CONSORCIOS LTDA                                ;51855716;202411;01763;1;114;171371,95;3;20,71500;180;573;22;5;2;1149;156;96
RODOBENS ADM CONSORCIOS LTDA                                ;51855716;202411;01764;1;114;353832,42;3;20,86750;180;576;22;2;4;1067;166;89
RODOBENS ADM CONSORCIOS LTDA                                ;51855716;202411;01765;1;110;160647,50;99;21,40250;180;582;11;7;2;1123;127;99
RODOBENS ADM CONSORCIOS LTDA                                ;51855716;202411;01766;1;110;340349,35;99;21,59417;180;578;14;8;2;1101;120;95
RODOBENS ADM CONSORCIOS LTDA                                ;51855716;202411;01767;1;103;155776,24;99;21,84583;180;570;20;10;3;1079;82;87
RODOBENS ADM CONSORCIOS LTDA                                ;51855716;202411;01768;1;101;339336,82;99;21,34667;180;581;11;8;3;956;109;91
RODOBENS ADM CONSORCIOS LTDA                                ;51855716;202411;01769;1;95;148261,36;99;21,08013;180;577;14;8;4;1195;86;106
RODOBENS ADM CONSORCIOS LTDA                                ;51855716;202411;01770;1;108;720989,15;99;20,66190;180;522;13;5;4;701;165;87
RODOBENS ADM CONSORCIOS LTDA                                ;51855716;202411;01771;1;89;137732,77;99;19,74290;180;570;13;16;4;1248;72;99
RODOBENS ADM CONSORCIOS LTDA                                ;51855716;202411;01772;1;95;309953,50;99;20,94917;180;568;20;12;1;1063;92;102
RODOBENS ADM CONSORCIOS LTDA                                ;51855716;202411;01773;1;87;130613,25;3;20,24454;180;538;11;46;2;948;55;80
RODOBENS ADM CONSORCIOS LTDA                                ;51855716;202411;01774;1;86;294703,77;99;21,24329;180;545;21;30;5;1102;43;93
RODOBENS ADM CONSORCIOS LTDA                                ;51855716;202411;01775;1;82;132297,28;99;20,30137;180;519;13;52;3;979;35;90
RODOBENS ADM CONSORCIOS LTDA                                ;51855716;202411;01777;1;77;121442,24;3;22,36527;204;471;3;27;1;1324;29;63
RODOBENS ADM CONSORCIOS LTDA                                ;51855716;202411;01778;1;74;264013,31;99;24,01804;204;472;5;22;5;1448;18;72
RODOBENS ADM CONSORCIOS LTDA                                ;51855716;202411;01779;1;74;124817,49;99;23,91232;204;453;6;20;2;1254;26;68
RODOBENS ADM CONSORCIOS LTDA                                ;51855716;202411;01780;1;97;689105,57;99;20,37319;180;520;10;10;3;782;93;88
RODOBENS ADM CONSORCIOS LTDA                                ;51855716;202411;01781;1;69;126139,25;99;25,61359;204;437;11;23;1;1335;21;55
RODOBENS ADM CONSORCIOS LTDA                                ;51855716;202411;01782;1;69;269242,21;99;24,85309;204;347;12;29;1;1349;20;44
RODOBENS ADM CONSORCIOS LTDA                                ;51855716;202411;01783;1;62;142926,76;99;23,33703;204;415;5;31;3;1575;35;67
RODOBENS ADM CONSORCIOS LTDA                                ;51855716;202411;01786;1;58;297218,37;99;24,31538;216;359;7;24;1;1324;20;58
RODOBENS ADM CONSORCIOS LTDA                                ;51855716;202411;01788;1;50;281522,16;99;25,40237;216;312;3;23;1;1279;14;40
RODOBENS ADM CONSORCIOS LTDA                                ;51855716;202411;01789;1;49;119888,76;99;24,08062;216;729;1;39;4;1666;6;57
RODOBENS ADM CONSORCIOS LTDA                                ;51855716;202411;01790;1;86;612336,03;99;23,17003;204;617;6;21;5;1135;47;99
RODOBENS ADM CONSORCIOS LTDA                                ;51855716;202411;01791;1;43;125605,61;99;25,25215;216;725;4;86;1;1414;9;65
RODOBENS ADM CONSORCIOS LTDA                                ;51855716;202411;01792;1;43;283078,14;99;24,95359;216;693;4;68;4;1571;8;57
RODOBENS ADM CONSORCIOS LTDA                                ;51855716;202411;01793;1;40;121080,72;99;26,21255;216;670;3;68;3;1183;9;45
RODOBENS ADM CONSORCIOS LTDA                                ;51855716;202411;01794;1;38;279976,70;99;25,39319;216;580;1;65;1;1497;7;34
RODOBENS ADM CONSORCIOS LTDA                                ;51855716;202411;01795;1;36;122061,01;99;26,76928;216;611;2;56;2;1123;7;40
RODOBENS ADM CONSORCIOS LTDA                                ;51855716;202411;01796;1;29;265642,44;99;25,58994;216;572;1;72;1;1042;3;32
RODOBENS ADM CONSORCIOS LTDA                                ;51855716;202411;01797;1;33;126339,67;99;26,89459;216;662;2;76;2;866;1;43
RODOBENS ADM CONSORCIOS LTDA                                ;51855716;202411;01798;1;23;262926,78;99;27,04273;216;692;5;87;1;888;3;34
RODOBENS ADM CONSORCIOS LTDA                                ;51855716;202411;01799;1;30;122991,83;99;27,32819;216;655;4;54;2;730;1;35
RODOBENS ADM CONSORCIOS LTDA                                ;51855716;202411;01802;1;92;171258,07;99;10,11297;180;232;4;3;2;139;41;44
RODOBENS ADM CONSORCIOS LTDA                                ;51855716;202411;01803;1;84;55342,39;99;20,25222;204;491;23;49;4;2088;59;105
RODOBENS ADM CONSORCIOS LTDA                                ;51855716;202411;01810;1;75;599858,07;99;22,34831;204;423;6;16;3;1411;52;63
RODOBENS ADM CONSORCIOS LTDA                                ;51855716;202411;01820;1;65;673332,73;99;21,83705;204;536;7;40;2;1175;66;92
RODOBENS ADM CONSORCIOS LTDA                                ;51855716;202411;01830;1;50;637805,83;99;23,53551;216;388;1;42;1;1125;19;51
RODOBENS ADM CONSORCIOS LTDA                                ;51855716;202411;01840;1;32;600786,19;99;23,93148;216;559;3;51;3;574;6;47
RODOBENS ADM CONSORCIOS LTDA                                ;51855716;202411;01850;1;24;562818,53;99;25,41104;216;564;2;50;1;564;3;33
RODOBENS ADM CONSORCIOS LTDA                                ;51855716;202411;01860;1;19;734663,23;99;25,05717;216;548;1;72;3;472;2;41
RODOBENS ADM CONSORCIOS LTDA                                ;51855716;202411;01870;1;14;718672,96;99;24,68158;216;534;1;46;2;297;0;33
RODOBENS ADM CONSORCIOS LTDA                                ;51855716;202411;01880;1;7;724177,63;99;24,34508;216;539;0;60;3;36;0;14
RODOBENS ADM CONSORCIOS LTDA                                ;51855716;202411;01901;1;84;290502,91;99;35,00000;180;180;4;4;0;101;59;40
RODOBENS ADM CONSORCIOS LTDA                                ;51855716;202411;01902;1;77;362773,50;99;19,10304;144;559;13;20;5;617;94;103
RODOBENS ADM CONSORCIOS LTDA                                ;51855716;202411;01903;1;60;144455,97;99;20,94089;144;195;2;6;1;191;6;39
RODOBENS ADM CONSORCIOS LTDA                                ;51855716;202411;01904;1;58;246231,15;99;23,68248;180;306;6;19;1;359;4;28
RODOBENS ADM CONSORCIOS LTDA                                ;51855716;202411;01905;1;55;141957,50;99;20,21063;144;180;2;10;1;220;3;39
RODOBENS ADM CONSORCIOS LTDA                                ;51855716;202411;01907;1;52;148894,15;99;20,85449;144;169;3;4;1;191;7;41
RODOBENS ADM CONSORCIOS LTDA                                ;51855716;202411;01908;1;36;166247,96;99;20,32454;144;265;0;19;3;249;3;36
RODOBENS ADM CONSORCIOS LTDA                                ;51855716;202411;01909;1;45;135811,87;99;20,82780;144;197;5;7;1;212;5;37
RODOBENS ADM CONSORCIOS LTDA                                ;51855716;202411;01910;1;52;338156,34;99;24,00000;120;134;2;18;0;169;3;34
RODOBENS ADM CONSORCIOS LTDA                                ;51855716;202411;01911;1;42;230783,79;99;24,08500;180;278;0;22;1;225;9;26
RODOBENS ADM CONSORCIOS LTDA                                ;51855716;202411;01913;1;39;300086,31;99;24,50000;120;143;0;15;1;137;5;30
RODOBENS ADM CONSORCIOS LTDA                                ;51855716;202411;01924;1;38;258890,97;99;24,68750;180;287;3;30;1;276;6;20
RODOBENS ADM CONSORCIOS LTDA                                ;51855716;202411;01942;1;28;245682,37;99;25,40947;180;322;2;35;0;212;4;20
RODOBENS ADM CONSORCIOS LTDA                                ;51855716;202411;01943;1;23;295720,70;99;26,50000;120;223;2;10;2;69;3;22
RODOBENS ADM CONSORCIOS LTDA                                ;51855716;202411;01947;1;5;87566,70;99;29,50000;216;872;0;64;2;81;0;15
RODOBENS ADM CONSORCIOS LTDA                                ;51855716;202411;01951;1;2;87887,32;99;29,50000;216;852;0;0;2;7;0;5
RODOBENS ADM CONSORCIOS LTDA                                ;51855716;202411;01952;1;21;232472,12;99;25,10198;180;295;0;58;0;167;2;17
RODOBENS ADM CONSORCIOS LTDA                                ;51855716;202411;01982;1;19;102955,74;99;29,16904;216;602;1;30;1;228;0;33
RODOBENS ADM CONSORCIOS LTDA                                ;51855716;202411;01984;1;16;103936,15;99;29,32148;216;617;0;30;2;152;0;33
