#Nome_da_Administradora;CNPJ_da_Administradora;Data_base;Código_do_grupo;Código_do_segmento;Número_da_assembléia_geral_ordinária;Valor_médio_do_bem;Índice_de_correção;Taxa_de_administração;Prazo_do_grupo_em_meses;Quantidade_de_cotas_ativas_em_dia;Quantidade_de_cotas_ativas_contempladas_inadimplentes;Quantidade_de_cotas_ativas_não_contempladas_inadimplentes;Quantidade_de_cotas_ativas_contempladas_no_mês;Quantidade_de_cotas_excluídas;Quantidade_de_cotas_ativas_quitadas;Quantidade_de_cotas_ativas_com_crédito_pendente_de_utilização
FUNDACAO HAB. DO EXERCITO-FHE                               ;00643742;202411;9035;1;111;137298,69;99;13,50000;200;382;10;7;3;128;174;73
FUNDACAO HAB. DO EXERCITO-FHE                               ;00643742;202411;9036;1;107;132576,65;99;13,50000;240;464;13;3;1;188;151;80
FUNDACAO HAB. DO EXERCITO-FHE                               ;00643742;202411;9037;1;104;125086,84;99;7,50000;240;471;2;5;3;90;193;78
FUNDACAO HAB. DO EXERCITO-FHE                               ;00643742;202411;9038;1;99;130779,81;99;13,50000;240;459;14;7;4;175;127;100
FUNDACAO HAB. DO EXERCITO-FHE                               ;00643742;202411;9039;1;94;142127,62;99;13,50000;240;466;0;14;3;187;109;96
FUNDACAO HAB. DO EXERCITO-FHE                               ;00643742;202411;9040;1;95;95841,90;99;0,00000;200;579;3;5;5;162;218;130
FUNDACAO HAB. DO EXERCITO-FHE                               ;00643742;202411;9041;1;88;139613,77;99;13,50000;240;466;7;6;3;157;74;96
FUNDACAO HAB. DO EXERCITO-FHE                               ;00643742;202411;9042;1;86;142631,66;99;13,50000;240;462;11;6;1;222;80;83
FUNDACAO HAB. DO EXERCITO-FHE                               ;00643742;202411;9043;1;83;146087,75;99;7,00000;246;581;9;10;3;140;100;99
FUNDACAO HAB. DO EXERCITO-FHE                               ;00643742;202411;9044;1;82;156047,43;99;7,00000;246;686;22;12;4;163;129;122
FUNDACAO HAB. DO EXERCITO-FHE                               ;00643742;202411;9045;1;75;159236,40;99;13,50000;240;571;11;17;2;257;85;96
FUNDACAO HAB. DO EXERCITO-FHE                               ;00643742;202411;9047;1;74;101278,28;99;0,00000;240;564;30;6;6;33;157;121
FUNDACAO HAB. DO EXERCITO-FHE                               ;00643742;202411;9048;1;68;140680,03;99;10,00000;246;463;5;11;6;154;62;94
FUNDACAO HAB. DO EXERCITO-FHE                               ;00643742;202411;9049;1;59;146690,66;99;10,00000;240;918;9;32;9;358;91;178
FUNDACAO HAB. DO EXERCITO-FHE                               ;00643742;202411;9050;1;38;136025,47;99;8,28000;240;959;5;26;10;278;43;169
FUNDACAO HAB. DO EXERCITO-FHE                               ;00643742;202411;9051;1;23;148465,05;99;8,28000;240;951;3;30;8;207;10;118
FUNDACAO HAB. DO EXERCITO-FHE                               ;00643742;202411;9052;1;4;131583,48;99;13,50000;240;560;0;19;4;12;0;16
BANCORBRÁS                                                  ;02010478;202411;01092;1;180;247166,53;99;15,86046;180;363;32;0;0;742;363;3
BANCORBRÁS                                                  ;02010478;202411;01093;1;151;416754,65;3;16,43290;200;442;37;1;2;1015;182;43
BANCORBRÁS                                                  ;02010478;202411;01094;1;101;383352,34;99;19,10507;220;790;14;20;2;1072;68;103
BANCORBRÁS                                                  ;02010478;202411;01095;1;97;363452,79;99;19,25792;220;668;14;19;3;953;40;80
BANCORBRÁS                                                  ;02010478;202411;01096;1;82;348217,62;99;18,61252;220;583;12;16;2;981;18;68
BANCORBRÁS                                                  ;02010478;202411;01097;1;68;342065,26;99;16,71277;220;700;15;29;4;971;17;74
BANCORBRÁS                                                  ;02010478;202411;01098;1;48;194576,46;99;14,78632;180;785;1;46;3;556;10;77
BANCORBRÁS                                                  ;02010478;202411;01200;1;37;293271,10;99;16,41518;220;539;2;52;2;419;1;38
BANCORBRÁS                                                  ;02010478;202411;01201;1;30;282929,66;99;16,25102;220;548;2;38;3;385;2;30
BANCORBRÁS                                                  ;02010478;202411;01202;1;15;246666,67;99;15,86707;220;455;1;36;2;103;0;19
BANCORBRÁS                                                  ;02010478;202411;01500;1;172;840320,87;99;14,16132;200;284;31;1;1;565;190;22
BANCORBRÁS                                                  ;02010478;202411;01501;1;164;1014871,14;99;12,99229;200;323;14;7;1;503;171;29
BANCORBRÁS                                                  ;02010478;202411;01600;1;144;859395,55;99;17,36858;240;890;26;22;4;1759;110;104
BANCORBRÁS                                                  ;02010478;202411;01601;1;125;687169,26;99;17,28398;240;758;19;17;3;1340;58;89
BANCORBRÁS                                                  ;02010478;202411;01602;1;60;562421,78;99;16,56865;240;1097;6;74;1;1192;6;96
BANCORBRÁS                                                  ;02010478;202411;01603;1;13;499250,21;99;16,03054;240;1102;0;57;2;247;0;13
BANCORBRÁS                                                  ;02010478;202411;01604;1;9;519754,65;99;16,45708;240;1119;0;46;1;113;0;13
H. CONSÓRCIO                                                ;03586655;202411;00600;1;161;303118,42;3;22,04098;180;105;17;0;0;956;57;5
ADM CONS BECKER LTDA                                        ;03828278;202411;3105;1;121;143599,92;99;20,63727;180;240;19;1;2;664;61;27
ADM CONS BECKER LTDA                                        ;03828278;202411;3106;1;99;246036,02;99;21,93354;180;229;24;5;2;648;22;29
ADM CONS BECKER LTDA                                        ;03828278;202411;3107;1;75;133672,08;99;14,48613;180;231;11;20;1;301;3;33
ADM CONS BECKER LTDA                                        ;03828278;202411;3108;1;48;207348,84;3;21,66756;180;439;26;22;2;365;0;12
ADM CONS BECKER LTDA                                        ;03828278;202411;3109;1;42;201305,12;3;21,56429;180;487;14;47;2;520;0;15
ADM CONS BECKER LTDA                                        ;03828278;202411;3110;1;36;148274,04;3;22,00000;180;483;18;47;2;478;0;14
MULTIMARCAS ADM.CONS.LTDA.                                  ;04124922;202411;00945;1;180;143857,66;1;24,97830;200;64;24;0;0;4416;51;5
MULTIMARCAS ADM.CONS.LTDA.                                  ;04124922;202411;00956;1;156;67874,64;1;28,00000;156;59;14;0;0;3487;59;1
MULTIMARCAS ADM.CONS.LTDA.                                  ;04124922;202411;00957;1;153;251682,45;1;28,01280;180;26;5;0;0;1676;16;0
MULTIMARCAS ADM.CONS.LTDA.                                  ;04124922;202411;00967;1;113;126179,63;1;28,00000;156;22;7;0;0;2185;11;4
MULTIMARCAS ADM.CONS.LTDA.                                  ;04124922;202411;00971;1;114;38094,20;1;28,00000;156;12;15;0;0;2396;6;4
MULTIMARCAS ADM.CONS.LTDA.                                  ;04124922;202411;00974;1;111;322833,15;1;13,98450;200;118;37;6;1;4448;13;29
MULTIMARCAS ADM.CONS.LTDA.                                  ;04124922;202411;00977;1;108;246233,77;1;17,65220;180;16;7;0;1;1168;1;7
MULTIMARCAS ADM.CONS.LTDA.                                  ;04124922;202411;00982;1;102;35777,07;1;28,00000;156;19;7;0;1;2392;10;7
MULTIMARCAS ADM.CONS.LTDA.                                  ;04124922;202411;00983;1;102;72533,65;1;27,34000;156;14;6;5;0;2054;3;9
MULTIMARCAS ADM.CONS.LTDA.                                  ;04124922;202411;00989;1;96;33717,59;1;28,00000;156;24;13;1;0;2778;5;23
MULTIMARCAS ADM.CONS.LTDA.                                  ;04124922;202411;00990;1;96;68930,54;1;27,46150;156;15;11;0;0;3227;4;6
MULTIMARCAS ADM.CONS.LTDA.                                  ;04124922;202411;00993;1;94;87032,11;1;27,99600;180;128;37;24;1;4605;16;59
MULTIMARCAS ADM.CONS.LTDA.                                  ;04124922;202411;00999;1;91;31958,53;1;28,01930;156;79;30;16;1;4081;5;69
MULTIMARCAS ADM.CONS.LTDA.                                  ;04124922;202411;02003;1;87;75206,32;1;27,84370;180;25;7;0;1;2077;5;17
MULTIMARCAS ADM.CONS.LTDA.                                  ;04124922;202411;02006;1;85;482473,39;1;17,93620;200;40;7;0;1;1900;1;4
MULTIMARCAS ADM.CONS.LTDA.                                  ;04124922;202411;02010;1;84;193678,40;1;17,97090;200;66;29;8;1;4306;7;28
MULTIMARCAS ADM.CONS.LTDA.                                  ;04124922;202411;02018;1;79;182715,12;1;22,94830;200;40;13;5;0;3279;3;8
MULTIMARCAS ADM.CONS.LTDA.                                  ;04124922;202411;02027;1;70;365963,49;1;13,99830;200;126;28;23;0;5606;1;22
MULTIMARCAS ADM.CONS.LTDA.                                  ;04124922;202411;02033;1;65;176106,52;1;17,97840;200;301;36;33;3;9279;5;74
MULTIMARCAS ADM.CONS.LTDA.                                  ;04124922;202411;02036;1;65;74423,28;1;28,00000;200;321;37;54;4;8946;2;83
MULTIMARCAS ADM.CONS.LTDA.                                  ;04124922;202411;02041;1;62;390838,45;1;14,01480;200;545;35;96;1;9655;10;65
MULTIMARCAS ADM.CONS.LTDA.                                  ;04124922;202411;02043;1;52;359974,54;1;14,00830;200;640;27;58;4;6622;7;74
MULTIMARCAS ADM.CONS.LTDA.                                  ;04124922;202411;02058;1;21;67305,09;1;23,00000;200;285;11;205;1;2934;0;33
MULTIMARCAS ADM.CONS.LTDA.                                  ;04124922;202411;02061;1;18;391872,49;1;25,00000;240;332;2;92;0;1698;0;14
MULTIMARCAS ADM.CONS.LTDA.                                  ;04124922;202411;02065;1;16;144328,98;1;23,02110;220;503;5;202;3;2432;1;20
MULTIMARCAS ADM.CONS.LTDA.                                  ;04124922;202411;02068;1;14;197140,68;1;23,01430;220;489;2;137;0;1184;0;7
MULTIMARCAS ADM.CONS.LTDA.                                  ;04124922;202411;02070;1;12;330042,19;1;28,00760;220;1033;1;151;2;885;0;12
